Plate	Well	Genotype	Treatment	Week0	Week1	Week2	Week3	Week4	Qymax.Week4	Qymax.Week0	
3	A1	P24B6	Control.AT	0.272657619	0.357592813	0.457409943	0.545945788	0.641711828	0.67	0.82	
4	A1	P24B6	AC.ET	0.011197622	0.314185021	0.618663985	0.92003681	1.2253468	0.59	0.81	
5	A1	P24B6	EC.ET	0.02293617	0.184298246	0.328944503	0.465076355	0.613253247	0.71	0.80	
6	A1	P24B6	Control.ET	0.034690087	0.172634559	0.316723993	0.472566504	0.617706385	0.7	0.80	
37	B1	P24C1	AC.AT	0.100766997	0.173772887	0.255709918	0.339938835	0.4245075	0.61	0.82	
38	B1	P24C1	EC.AT	0.103412393	0.343132421	0.597678089	0.849533451	1.103043309	0.55	0.82	
39	B1	P24C1	Control.AT	0.10618631	0.187189501	0.26978548	0.337722373	0.409423813	0.62	0.82	
40	B1	P24C1	AC.ET	0.108415117	0.184125202	0.266303055	0.335153032	0.410085383	0.66	0.81	
41	B1	P24C1	EC.ET	0.111462553	0.190776911	0.259760215	0.340642239	0.416412941	0.62	0.83	
42	B1	P24C1	Control.ET	0.113936219	0.175674084	0.25597742	0.339762763	0.415338761	0.58	0.81	
1	C1	P24C6	AC.AT	0.031848505	0.064209375	0.086164749	0.121831918	0.149951604	0.73	0.79	
2	C1	P24C6	EC.AT	0.014320699	0.1000366	0.180681086	0.261028916	0.342193134	0.74	0.79	
3	C1	P24C6	Control.AT	0.094167264	0.240620103	0.411674092	0.574260717	0.740286391	0.67	0.79	
4	C1	P24C6	AC.ET	0.011543184	0.175630293	0.324420223	0.467904201	0.619477231	0.65	0.82	
5	C1	P24C6	EC.ET	0.022978034	0.172209337	0.32062381	0.473780486	0.625516109	0.64	0.80	
6	C1	P24C6	Control.ET	0.035046449	0.191865574	0.323992503	0.464004444	0.608281453	0.69	0.83	
1	C2	P24D4	AC.AT	0.033741605	0.059235356	0.08884017	0.113871111	0.141763226	0.71	0.80	
2	C2	P24D4	EC.AT	0.099852907	0.196861762	0.272149732	0.356178185	0.436103155	0.69	0.81	
3	C2	P24D4	Control.AT	0.098016564	0.264530917	0.419300794	0.573736626	0.729830119	0.72	0.81	
4	C2	P24D4	AC.ET	0.014463396	0.161944091	0.321312725	0.473266392	0.62955631	0.65	0.81	
5	C2	P24D4	EC.ET	0.024304695	0.171952951	0.317332749	0.473890651	0.625685949	0.65	0.81	
6	C2	P24D4	Control.ET	0.035080756	0.171590015	0.322270294	0.467363599	0.613019759	0.66	0.82	
31	A3	P24D5	AC.AT	0.085439762	0.172724564	0.253707401	0.343585029	0.427572193	0.59	0.80	
32	A3	P24D5	EC.AT	0.087868522	0.296471339	0.49513655	0.708349592	0.91804591	0.56	0.81	
33	A3	P24D5	Control.AT	0.091010903	0.177381051	0.252902605	0.34129049	0.424750902	0.61	0.83	
34	A3	P24D5	AC.ET	0.093037247	0.171982781	0.254487494	0.338937873	0.421152902	0.65	0.81	
35	A3	P24D5	EC.ET	0.095373385	0.168484035	0.253884016	0.344290126	0.42520526	0.57	0.80	
36	A3	P24D5	Control.ET	0.097054548	0.300759095	0.506885342	0.707137722	0.908863126	0.53	0.80	
37	B2	P25A1	AC.AT	0.100786999	0.175643161	0.262800641	0.337544725	0.419510301	0.63	0.82	
38	B2	P25A1	EC.AT	0.103478255	0.172453607	0.256536135	0.338829245	0.420439192	0.59	0.81	
39	B2	P25A1	Control.AT	0.106765604	0.185866962	0.258215904	0.339506856	0.423079194	0.6	0.82	
40	B2	P25A1	AC.ET	0.108584234	0.320550695	0.520153134	0.72835743	0.93074016	0.67	0.82	
41	B2	P25A1	EC.ET	0.111630533	0.3129276	0.50247328	0.707162021	0.912335262	0.54	0.81	
42	B2	P25A1	Control.ET	0.113965554	0.185632957	0.271112839	0.334339951	0.409256419	0.64	0.81	
43	C1	P25A3	AC.AT	0.11620333	0.174412714	0.256099004	0.338278241	0.417278663	0.59	0.80	
44	C1	P25A3	EC.AT	0.118878524	0.207463375	0.26573472	0.333817415	0.403583708	0.65	0.81	
45	C1	P25A3	Control.AT	0.122745823	0.186798742	0.269053281	0.336061379	0.412358341	0.6	0.80	
46	C1	P25A3	AC.ET	0.126422122	0.324529384	0.512362533	0.707876944	0.899485668	0.67	0.83	
47	C1	P25A3	EC.ET	0.131596814	0.187116457	0.261797762	0.334751345	0.410103876	0.66	0.82	
48	C1	P25A3	Control.ET	0.13638406	0.20233734	0.275822301	0.334911376	0.397980454	0.59	0.80	
31	B4	P25A4	AC.AT	0.085506557	0.165487923	0.255859404	0.348215363	0.436069536	0.54	0.79	0.013375431
32	B4	P25A4	EC.AT	0.08808512	0.173338402	0.25031119	0.343356208	0.432033111	0.49	0.82	0.011309343
33	B4	P25A4	Control.AT	0.091101237	0.166170842	0.256338883	0.343208499	0.427150679	0.57	0.82	0.01442247
34	B4	P25A4	AC.ET	0.093120289	0.189598306	0.255924559	0.341475969	0.419450219	0.64	0.81	0.016085775
35	B4	P25A4	EC.ET	0.095677709	0.184096806	0.262675383	0.343062348	0.421054482	0.6	0.82	0.014853685
36	B4	P25A4	Control.ET	0.0970949	0.172501347	0.252419374	0.341219344	0.429581315	0.59	0.80	0.014910666
37	B3	P1C2	AC.AT	0.101685401	0.173256741	0.259147469	0.338555598	0.421205791	0.62	0.81	
38	B3	P1C2	EC.AT	0.103749163	0.184549212	0.258570225	0.337283432	0.413539799	0.55	0.83	
39	B3	P1C2	Control.AT	0.106794765	0.188841394	0.261255342	0.337200485	0.421444551	0.59	0.81	
40	B3	P1C2	AC.ET	0.108872989	0.315503171	0.514569632	0.71102626	0.904462125	0.64	0.82	
41	B3	P1C2	EC.ET	0.111887194	0.195765405	0.264471987	0.338077288	0.411619407	0.59	0.80	
42	B3	P1C2	Control.ET	0.113990141	0.190691116	0.263671587	0.336235291	0.410523071	0.57	0.82	
37	C4	P25C3	AC.AT	0.101992825	0.181218459	0.264126232	0.343063424	0.421704175	0.62	0.82	
38	C4	P25C3	EC.AT	0.103779495	0.185639265	0.264073907	0.340931797	0.415049171	0.55	0.80	
39	C4	P25C3	Control.AT	0.10697055	0.179439098	0.268758981	0.342188148	0.41615687	0.64	0.82	
40	C4	P25C3	AC.ET	0.109307776	0.189227588	0.264517669	0.334572128	0.407514585	0.68	0.83	
41	C4	P25C3	EC.ET	0.112108183	0.193026986	0.258802181	0.336588224	0.414109703	0.66	0.80	
42	C4	P25C3	Control.ET	0.114084903	0.176112191	0.263459699	0.338347652	0.418357132	0.57	0.80	
37	C1	P25D4	AC.AT	0.102107364	0.179375116	0.267582888	0.340005859	0.417993408	0.62	0.80	
38	C1	P25D4	EC.AT	0.103784912	0.177786324	0.262545082	0.342880969	0.424607441	0.52	0.79	
39	C1	P25D4	Control.AT	0.107053776	0.310212568	0.518220644	0.723314506	0.926140234	0.65	0.80	
40	C1	P25D4	AC.ET	0.109554552	0.174513771	0.262539044	0.337888224	0.419987209	0.66	0.81	
41	C1	P25D4	EC.ET	0.112210594	0.195397443	0.267365696	0.342048558	0.415755381	0.65	0.81	
42	C1	P25D4	Control.ET	0.114136845	0.350276463	0.59829152	0.846914853	1.095299673	0.65	0.81	
49	C3	P2A4	AC.AT	0.141146254	0.207139229	0.269390076	0.334838323	0.392984807	0.54	0.83	
50	C3	P2A4	EC.AT	0.143236922	0.198422772	0.274866233	0.334562104	0.40073966	0.54	0.81	
51	C3	P2A4	Control.AT	0.148471705	0.212666821	0.276018587	0.334270138	0.391810142	0.51	0.80	
52	C3	P2A4	AC.ET	0.150597903	0.206998387	0.274569209	0.327523208	0.389351767	0.63	0.83	
53	C3	P2A4	EC.ET	0.154805094	0.401879904	0.634680241	0.874885828	1.113656124	0.53	0.83	
54	C3	P2A4	Control.ET	0.160372882	0.205783475	0.274798232	0.329046017	0.390192642	0.58	0.83	
55	B4	P2A6	AC.AT	0.163170452	0.216886238	0.273053167	0.329236824	0.381780514	0.64	0.83	
56	B4	P2A6	EC.AT	0.167769117	0.206675534	0.279888521	0.327188628	0.388028445	0.61	0.81	
57	B4	P2A6	Control.AT	0.171793143	0.23557544	0.279349965	0.326540378	0.3747268	0.56	0.80	
58	B4	P2A6	AC.ET	0.176327372	0.229615328	0.272966652	0.329917187	0.377061004	0.6	0.82	
59	B4	P2A6	EC.ET	0.179127849	0.210566601	0.269652685	0.330261524	0.38324687	0.64	0.81	
60	B4	P2A6	Control.ET	0.181821242	0.216274547	0.281187292	0.325913393	0.380425931	0.61	0.83	
49	C4	P2B2	AC.AT	0.141290507	0.220952175	0.269546653	0.332025349	0.390885371	0.56	0.83	
50	C4	P2B2	EC.AT	0.143310177	0.205690009	0.268241192	0.332211235	0.401804946	0.55	0.80	
51	C4	P2B2	Control.AT	0.148953588	0.211070636	0.274911836	0.329628056	0.395619304	0.62	0.79	
52	C4	P2B2	AC.ET	0.150974945	0.198129979	0.26671889	0.332240713	0.399661026	0.63	0.79	
53	C4	P2B2	EC.ET	0.155252457	0.212687008	0.275341042	0.327522264	0.387741432	0.66	0.82	
54	C4	P2B2	Control.ET	0.160433442	0.368613305	0.562148436	0.769868563	0.969250272	0.55	0.80	
49	A3	P2B5	AC.AT	0.14131558	0.198422089	0.271081626	0.335255231	0.399594236	0.57	0.81	
50	A3	P2B5	EC.AT	0.143443137	0.20338371	0.275418657	0.336026039	0.396778342	0.5	0.83	
51	A3	P2B5	Control.AT	0.149169324	0.325076933	0.518516309	0.704411955	0.892031292	0.54	0.81	
52	A3	P2B5	AC.ET	0.151325873	0.370107025	0.614575736	0.852212993	1.089045987	0.64	0.83	
53	A3	P2B5	EC.ET	0.155681881	0.210986204	0.275151185	0.327394871	0.384758793	0.58	0.80	
54	A3	P2B5	Control.ET	0.161142631	0.210095133	0.271934525	0.333407447	0.38932935	0.59	0.79	
19	A4	P2C6	AC.AT	0.043419018	0.146775722	0.251463009	0.351136403	0.448888511	0.63	0.79	
20	A4	P2C6	EC.AT	0.048945651	0.158958564	0.253308631	0.350760455	0.44555592	0.67	0.83	
21	A4	P2C6	Control.AT	0.05551283	0.145624745	0.249241413	0.348711801	0.442396767	0.55	0.81	
22	A4	P2C6	AC.ET	0.058754651	0.161390591	0.249983568	0.346788236	0.437570346	0.56	0.80	
23	A4	P2C6	EC.ET	0.0604866	0.155366744	0.258002323	0.347941876	0.442413793	0.69	0.83	
24	A4	P2C6	Control.ET	0.064347017	0.161505792	0.253665047	0.345964472	0.435819241	0.67	0.82	
25	C2	P3A1	AC.AT	0.065580311	0.162853371	0.257733611	0.344776908	0.431960535	0.67	0.81	
26	C2	P3A1	EC.AT	0.069294541	0.169083369	0.254338958	0.343810904	0.430572302	0.7	0.79	
27	C2	P3A1	Control.AT	0.070951357	0.164655517	0.25048918	0.347894147	0.440173105	0.51	0.82	
28	C2	P3A1	AC.ET	0.074468717	0.153912851	0.252516192	0.346902694	0.437872504	0.68	0.80	
29	C2	P3A1	EC.ET	0.077742647	0.307710352	0.506661476	0.725050894	0.93374404	0.59	0.81	
30	C2	P3A1	Control.ET	0.082173137	0.165190692	0.253476902	0.340854549	0.428296897	0.63	0.81	
19	C3	P3A2	AC.AT	0.043546668	0.14680488	0.252632326	0.349891273	0.447879289	0.55	0.83	
20	C3	P3A2	EC.AT	0.049120198	0.315648519	0.589439524	0.862930519	1.13568623	0.55	0.83	
21	C3	P3A2	Control.AT	0.055550922	0.167958528	0.253692795	0.344862175	0.438116933	0.49	0.79	
22	C3	P3A2	AC.ET	0.058852145	0.268748273	0.489482791	0.710198375	0.923409033	0.57	0.80	
23	C3	P3A2	EC.ET	0.060837673	0.152016663	0.251347967	0.345115882	0.4409816	0.61	0.82	
24	C3	P3A2	Control.ET	0.064699383	0.146517152	0.245987848	0.350236715	0.445686549	0.51	0.81	
25	B2	P3A4	AC.AT	0.065643459	0.130441232	0.258682134	0.384820405	0.410547097	0.61	0.82	
26	B2	P3A4	EC.AT	0.069417868	0.160781108	0.253924974	0.344076212	0.432504329	0.61	0.82	
27	B2	P3A4	Control.AT	0.070970287	0.154159573	0.257198668	0.344342227	0.438216363	0.48	0.80	
28	B2	P3A4	AC.ET	0.074824385	0.167452639	0.257289666	0.340511823	0.427415312	0.59	0.81	
29	B2	P3A4	EC.ET	0.077892558	0.167223111	0.251098636	0.341840347	0.432985315	0.55	0.80	
30	B2	P3A4	Control.ET	0.082426428	0.168127113	0.253386677	0.343055336	0.434887879	0.65	0.79	
31	A1	P3A5	AC.AT	0.085637338	0.173100075	0.254440184	0.339332397	0.423520711	0.64	0.81	
32	A1	P3A5	EC.AT	0.08834491	0.181756263	0.256475375	0.339414462	0.420486881	0.57	0.80	
33	A1	P3A5	Control.AT	0.091219243	0.168253542	0.256941132	0.341437351	0.425513626	0.67	0.83	
34	A1	P3A5	AC.ET	0.093197953	0.172529767	0.256941062	0.341308875	0.430015889	0.68	0.81	
35	A1	P3A5	EC.ET	0.095680778	0.182120171	0.266240957	0.338906811	0.418680729	0.63	0.80	
36	A1	P3A5	Control.ET	0.097495715	0.177469611	0.254708665	0.337973511	0.418139914	0.56	0.80	
25	B1	P3B1	AC.AT	0.065683721	0.165868203	0.246230847	0.343938908	0.440337523	0.61	0.79	
26	B1	P3B1	EC.AT	0.069745225	0.160728249	0.256696729	0.345059933	0.440600071	0.66	0.79	
27	B1	P3B1	Control.AT	0.071418738	0.163623233	0.249737737	0.343588571	0.435846909	0.57	0.79	
28	B1	P3B1	AC.ET	0.075544939	0.286456271	0.303273635	0.309442333	0.41402341	0.69	0.80	
29	B1	P3B1	EC.ET	0.078354945	0.158180797	0.260335503	0.347369286	0.432966966	0.6	0.80	
30	B1	P3B1	Control.ET	0.082758981	0.16660702	0.256679769	0.338329381	0.424039862	0.65	0.82	
25	B4	P3B2	AC.AT	0.065954502	0.164431313	0.248865134	0.344963374	0.439331998	0.62	0.82	
26	B4	P3B2	EC.AT	0.069987966	0.162984206	0.253011324	0.342457907	0.438176371	0.68	0.79	
27	B4	P3B2	Control.AT	0.071713241	0.280302176	0.489745132	0.708784853	0.92473471	0.55	0.81	
28	B4	P3B2	AC.ET	0.075934629	0.171175908	0.252104449	0.347724393	0.435160101	0.62	0.82	
29	B4	P3B2	EC.ET	0.078835746	0.179239421	0.263155772	0.341146278	0.424567187	0.53	0.81	
30	B4	P3B2	Control.ET	0.082812442	0.170825443	0.254562888	0.340591566	0.430817657	0.6	0.81	
25	C1	P3C1	AC.AT	0.066207599	0.156213677	0.248844467	0.344351444	0.437662356	0.62	0.80	
26	C1	P3C1	EC.AT	0.07001974	0.16927574	0.260934957	0.341420138	0.432221502	0.68	0.81	
27	C1	P3C1	Control.AT	0.072168006	0.165595585	0.249843941	0.348362345	0.43988292	0.56	0.82	
28	C1	P3C1	AC.ET	0.076478978	0.156552342	0.253894754	0.345570595	0.437360487	0.64	0.83	
29	C1	P3C1	EC.ET	0.078954174	0.324392489	0.593706042	0.843709311	1.105069983	0.54	0.81	
30	C1	P3C1	Control.ET	0.082818281	0.163611779	0.248811498	0.34667402	0.432761209	0.64	0.81	
25	B3	P3C2	AC.AT	0.066734579	0.158643588	0.248099798	0.349300581	0.442263496	0.63	0.79	
26	B3	P3C2	EC.AT	0.070039962	0.163890617	0.252219536	0.342519685	0.431414685	0.64	0.81	
27	B3	P3C2	Control.AT	0.072512351	0.170961014	0.260854336	0.344262586	0.432489037	0.5	0.81	
28	B3	P3C2	AC.ET	0.076738316	0.171719651	0.250583338	0.343772159	0.434563928	0.63	0.83	
29	B3	P3C2	EC.ET	0.079022982	0.16894369	0.254959805	0.345008205	0.429342961	0.57	0.81	
30	B3	P3C2	Control.ET	0.082959445	0.172643343	0.262101304	0.338706298	0.42320401	0.63	0.82	
25	A2	P3C4	AC.AT	0.067368388	0.170007049	0.259239067	0.340565319	0.432170399	0.66	0.81	
26	A2	P3C4	EC.AT	0.070094839	0.15586538	0.253078067	0.343770223	0.439551782	0.61	0.81	
27	A2	P3C4	Control.AT	0.073224942	0.174011378	0.25090501	0.33997566	0.429755525	0.54	0.82	
28	A2	P3C4	AC.ET	0.076855336	0.177920925	0.255517524	0.341776331	0.426695917	0.65	0.80	
29	A2	P3C4	EC.ET	0.079451995	0.157590638	0.259464093	0.346868569	0.437591938	0.56	0.83	
30	A2	P3C4	Control.ET	0.083588878	0.170664105	0.255632011	0.340295225	0.429312329	0.66	0.79	
7	C2	P3C6	AC.AT	0.043084542	0.167249036	0.319201398	0.466759571	0.613635313	0.62	0.81	
8	C2	P3C6	EC.AT	0.438505461	0.652029879	0.856679025	1.061993978	1.269969248	0.66	0.81	
9	C2	P3C6	Control.AT	0.168323137	0.310731976	0.427318144	0.559835508	0.689674532	0.55	0.80	
10	C2	P3C6	AC.ET	0.179446913	0.308716968	0.424113191	0.560813418	0.693657839	0.56	0.81	
11	C2	P3C6	EC.ET	0.191020351	0.452937288	0.727219845	0.99826532	1.269637136	0.62	0.81	
12	C2	P3C6	Control.ET	0.003485018	0.115060127	0.234225429	0.352464193	0.47239772	0.66	0.81	
25	A1	P3D1	AC.AT	0.068275445	0.149550594	0.248756189	0.348971501	0.441950598	0.64	0.81	
26	A1	P3D1	EC.AT	0.07017105	0.154143025	0.245314295	0.34959142	0.444526814	0.66	0.80	
27	A1	P3D1	Control.AT	0.073579408	0.17382461	0.253067669	0.346907811	0.43222128	0.66	0.80	
28	A1	P3D1	AC.ET	0.077044774	0.308969626	0.536915894	0.754976697	0.973154764	0.69	0.81	
29	A1	P3D1	EC.ET	0.079558627	0.168859503	0.248092578	0.347040722	0.437980154	0.64	0.80	
30	A1	P3D1	Control.ET	0.08369419	0.167798962	0.261244885	0.341273779	0.423485324	0.66	0.80	
43	C2	P3D3	AC.AT	0.116590371	0.176397098	0.255720339	0.335839587	0.415460058	0.56	0.82	
44	C2	P3D3	EC.AT	0.119100485	0.194700742	0.2699168	0.335420008	0.404465119	0.52	0.82	
45	C2	P3D3	Control.AT	0.122770378	0.195780573	0.265978848	0.336538253	0.413903661	0.5	0.80	
46	C2	P3D3	AC.ET	0.126577817	0.196102179	0.265508582	0.337288247	0.4073641	0.6	0.80	
47	C2	P3D3	EC.ET	0.132139155	0.183028449	0.268250873	0.335356203	0.409608242	0.6	0.81	
48	C2	P3D3	Control.ET	0.136477401	0.203637107	0.268369006	0.330027989	0.393144059	0.59	0.80	
31	B2	P3D5	AC.AT	0.085794456	0.158941506	0.255678178	0.344620231	0.434472395	0.66	0.81	
32	B2	P3D5	EC.AT	0.088579938	0.168094455	0.257220763	0.340156969	0.426647224	0.48	0.81	
33	B2	P3D5	Control.AT	0.091662932	0.299375276	0.505959189	0.714966498	0.916124375	0.56	0.79	
34	B2	P3D5	AC.ET	0.093272476	0.312973284	0.501394891	0.706133859	0.9099992	0.63	0.83	
35	B2	P3D5	EC.ET	0.095710095	0.186921638	0.26211102	0.340832564	0.419919297	0.62	0.82	
36	B2	P3D5	Control.ET	0.097624775	0.182506179	0.262884612	0.341859699	0.423126707	0.6	0.79	
25	A4	P4A2	AC.AT	0.068357559	0.166580837	0.246741522	0.346518097	0.440997935	0.63	0.79	
26	A4	P4A2	EC.AT	0.070506008	0.162666574	0.252865233	0.343968948	0.4437034	0.64	0.83	
27	A4	P4A2	Control.AT	0.073599554	0.165828535	0.249367801	0.348044202	0.437372164	0.6	0.80	
28	A4	P4A2	AC.ET	0.077351322	0.178026933	0.252998299	0.346569855	0.430459001	0.64	0.80	
29	A4	P4A2	EC.ET	0.080194782	0.182387365	0.264107688	0.340204965	0.424869499	0.54	0.83	
30	A4	P4A2	Control.ET	0.083737105	0.156621155	0.258698176	0.348240379	0.435208582	0.6	0.80	
13	B3	P4A3	AC.AT	0.007341404	0.122891477	0.236388916	0.357472197	0.465992229	0.55	0.80	
14	B3	P4A3	EC.AT	0.013148907	0.1249163	0.25128456	0.376527241	0.44438768	0.58	0.82	
15	B3	P4A3	Control.AT	0.020281784	0.132816102	0.238660307	0.353152137	0.462815243	0.46	0.79	
16	B3	P4A3	AC.ET	0.027616229	0.25705305	0.477167021	0.711518053	0.93806166	0.55	0.81	
17	B3	P4A3	EC.ET	0.033544091	0.151855553	0.245442003	0.34948105	0.45029235	0.62	0.83	
18	B3	P4A3	Control.ET	0.036144561	0.137398448	0.239449565	0.349593547	0.459103825	0.53	0.82	
61	C4	P4A4	AC.AT	0.18799914	0.235776658	0.2836761	0.325340255	0.377499089	0.57	0.81	
62	C4	P4A4	EC.AT	0.190948272	0.238098826	0.282080002	0.326303088	0.375883237	0.56	0.83	
63	C4	P4A4	Control.AT	0.193251025	0.240367732	0.285641986	0.322794189	0.364384722	0.6	0.83	
64	C4	P4A4	AC.ET	0.196687909	0.251238803	0.28560252	0.320703461	0.364433914	0.64	0.80	
65	C4	P4A4	EC.ET	8.74129E-05	0.047300858	0.088169179	0.126413121	0.163114101	0.64	0.80	
66	C4	P4A4	Control.ET	0.002856885	0.176568394	0.34690166	0.515891414	0.6817748	0.63	0.81	
13	B4	P4B2	AC.AT	0.00790332	0.113710866	0.23563148	0.35616795	0.472675681	0.57	0.81	
14	B4	P4B2	EC.AT	0.013224198	0.121146546	0.246359682	0.351815986	0.467227318	0.59	0.80	
15	B4	P4B2	Control.AT	0.020584515	0.115702462	0.239285616	0.355717194	0.469651766	0.55	0.83	
16	B4	P4B2	AC.ET	0.028179192	0.247374183	0.487953485	0.706433688	0.93592122	0.58	0.81	
17	B4	P4B2	EC.ET	0.033573728	0.148902554	0.252176066	0.352322963	0.453806635	0.62	0.79	
18	B4	P4B2	Control.ET	0.036315234	0.14881366	0.251505875	0.347431904	0.45398303	0.59	0.81	
13	C1	P4B5	AC.AT	0.008102934	0.129690382	0.242071774	0.353602853	0.466224551	0.62	0.80	
14	C1	P4B5	EC.AT	0.013835815	0.117692653	0.236044554	0.356755878	0.471259927	0.57	0.80	
15	C1	P4B5	Control.AT	0.022156722	0.259375704	0.483354045	0.730067195	0.963998264	0.62	0.80	
16	C1	P4B5	AC.ET	0.028761594	0.148123069	0.243607575	0.347496622	0.453573658	0.67	0.83	
17	C1	P4B5	EC.ET	0.033832383	0.145739929	0.238140259	0.35356294	0.458474621	0.69	0.81	
18	C1	P4B5	Control.ET	0.036323228	0.145964103	0.243044467	0.348858249	0.4548968	0.71	0.82	
55	C2	P4B6	AC.AT	0.164042999	0.22085276	0.278848368	0.327371376	0.378640679	0.7	0.80	
56	C2	P4B6	EC.AT	0.167867238	0.219780309	0.28017419	0.326829401	0.378350536	0.67	0.80	
57	C2	P4B6	Control.AT	0.172443617	0.237621785	0.279218313	0.327486978	0.375018164	0.6	0.82	
58	C2	P4B6	AC.ET	0.176439432	0.223484554	0.285725325	0.323788087	0.372305377	0.66	0.81	
59	C2	P4B6	EC.ET	0.179215286	0.403740904	0.619328573	0.855590901	1.07929047	0.67	0.82	
60	C2	P4B6	Control.ET	0.181931	0.232260545	0.284790734	0.32134198	0.368415494	0.71	0.81	
7	C1	P4C1	AC.AT	0.046261291	0.197049198	0.322180822	0.462690997	0.603804643	0.63	0.79	
8	C1	P4C1	EC.AT	0.159704905	0.306197052	0.435878266	0.55966567	0.694691137	0.68	0.82	
9	C1	P4C1	Control.AT	0.169440835	0.31544557	0.429953284	0.559898191	0.687762903	0.53	0.82	
10	C1	P4C1	AC.ET	0.180138077	0.439255612	0.698980821	0.959983442	1.228342175	0.64	0.80	
11	C1	P4C1	EC.ET	0.192360811	0.313954727	0.437939894	0.561368647	0.683854296	0.72	0.80	
12	C1	P4C1	Control.ET	0.003735587	0.121570266	0.239186263	0.354611067	0.476434364	0.67	0.80	
73	A1	P4C2	AC.AT	0.024741474	0.068558379	0.085789911	0.115409334	0.148838506	0.61	0.82	
74	A1	P4C2	EC.AT	0.027692216	0.062462172	0.089316495	0.119568001	0.146766437	0.56	0.82	
75	A1	P4C2	Control.AT	0.030828578	0.054884136	0.08518367	0.11939176	0.147745799	0.62	0.80	
76	A1	P4C2	AC.ET	0.032491465	0.177011995	0.3502348	0.508402788	0.664382648	0.56	0.81	
77	A1	P4C2	EC.ET	0.03482113	0.058334036	0.085708125	0.116006001	0.150744193	0.6	0.81	
78	A1	P4C2	Control.ET	0.03940393	0.053244431	0.085230914	0.117343871	0.147358657	0.65	0.81	
31	B1	P4C3	AC.AT	0.085814165	0.172293204	0.262109172	0.341084056	0.422850374	0.6	0.80	
32	B1	P4C3	EC.AT	0.089051093	0.165020557	0.259594703	0.339458846	0.428912898	0.57	0.82	
33	B1	P4C3	Control.AT	0.091781791	0.360568794	0.644146873	0.917428402	1.186771736	0.61	0.81	
34	B1	P4C3	AC.ET	0.09365076	0.17283638	0.25283565	0.340107651	0.426242002	0.65	0.82	
35	B1	P4C3	EC.ET	0.095714451	0.291570731	0.495312699	0.711034624	0.912943008	0.66	0.82	
36	B1	P4C3	Control.ET	0.097759384	0.181829601	0.260726209	0.341353442	0.415545421	0.56	0.83	
43	C4	P4C5	AC.AT	0.116930278	0.1936408	0.266902187	0.341452442	0.414805008	0.6	0.80	
44	C4	P4C5	EC.AT	0.119382892	0.336948223	0.552691657	0.76624659	0.9770961	0.58	0.83	
45	C4	P4C5	Control.AT	0.123141878	0.207193064	0.269057494	0.334536542	0.400051243	0.59	0.81	
46	C4	P4C5	AC.ET	0.127081554	0.196909766	0.269653391	0.333757252	0.407815449	0.66	0.81	
47	C4	P4C5	EC.ET	0.132812129	0.197396926	0.272025176	0.336041865	0.405002158	0.62	0.82	
48	C4	P4C5	Control.ET	0.137310682	0.194302526	0.268235946	0.338324965	0.404149719	0.6	0.81	
43	C3	P4D1	AC.AT	0.117225416	0.188746619	0.257412296	0.335116077	0.413552175	0.56	0.80	
44	C3	P4D1	EC.AT	0.11948732	0.19451653	0.268048214	0.338976931	0.404860032	0.5	0.81	
45	C3	P4D1	Control.AT	0.123249106	0.341591937	0.54956144	0.769220515	0.986691095	0.6	0.83	
46	C3	P4D1	AC.ET	0.127152614	0.213742659	0.272277195	0.33250047	0.39825472	0.58	0.82	
47	C3	P4D1	EC.ET	0.13355336	0.372333846	0.619956053	0.849471507	1.086358328	0.57	0.82	
48	C3	P4D1	Control.ET	0.137365272	0.336341919	0.543378927	0.75084937	0.95233541	0.54	0.80	
43	A1	P4D5	AC.AT	0.117554361	0.188677064	0.259639	0.333826161	0.406015181	0.6	0.82	
44	A1	P4D5	EC.AT	0.119789211	0.194327262	0.271946162	0.338294762	0.406282058	0.58	0.80	
45	A1	P4D5	Control.AT	0.123372809	0.200798047	0.264629068	0.337851332	0.404740872	0.58	0.83	
46	A1	P4D5	AC.ET	0.127219849	0.205572898	0.267199446	0.334752663	0.406352176	0.65	0.80	
47	A1	P4D5	EC.ET	0.133802864	0.194508192	0.270061107	0.335964234	0.397822547	0.62	0.82	
48	A1	P4D5	Control.ET	0.13797825	0.201864806	0.266456508	0.331973213	0.395734545	0.62	0.79	
7	A3	P6A2	AC.AT	0.047647037	0.188340219	0.323911187	0.464050044	0.599958004	0.67	0.82	
8	A3	P6A2	EC.AT	0.160585335	0.311791098	0.436908518	0.558767116	0.692003168	0.67	0.82	
9	A3	P6A2	Control.AT	0.169884394	0.302925478	0.434900517	0.559007794	0.688174159	0.67	0.81	
10	A3	P6A2	AC.ET	0.181300338	0.310886425	0.435333863	0.558335413	0.69136281	0.59	0.80	
11	A3	P6A2	EC.ET	0.195042987	0.308614107	0.437996471	0.558175676	0.679374545	0.67	0.79	
12	A3	P6A2	Control.ET	0.004385044	0.123387415	0.240081496	0.359432357	0.472639671	0.63	0.81	
7	B4	P6B1	AC.AT	0.04784032	0.188450779	0.332917892	0.464970336	0.59847513	0.54	0.80	
8	B4	P6B1	EC.AT	0.163358411	0.305761515	0.433183428	0.564377502	0.689677506	0.59	0.80	
